,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,last_scraped,source,name,description,host_name,host_since,host_location,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable
642,213988750,98.7,82.6,1.0,1.0,46.21314,6.13025,2.0,1.0,1.0,1.0,122.2,11.0,29,2.5,11.0,29,29,11.0,29.0,29,59,89,10.6,0.0,0.0,4.8,4.61,4.8,4.73,4.9,4.63,4.57,1.0,1.2,1.0,0.0,1.11,2024-06-29,city scrape,"Cozy & bright private room at city center, near UN","Cozy & bright private room with direct access to a terrace with mountain view awaits you in Geneva! It is conveniently located  close to most UN offices, Gare Cornavin & airport. Tram 14/18 & Bus 3/5/8/11 are within 5-10 min. walk, providing easy access to shopping centers (Balexert, Blandonnet, Jumbo, Ikea) and Geneva Lake, Old Town and Botanical Garden. Supermarkets (Coop, Denner, Aldi), bars, café & restaurants are within short walking distance. The place is ideal for short & long term stay.",Emmile,2018-09-06,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Private room in rental unit,Private room,1 shared bath,"[""Mountain view"", ""Hangers"", ""Single level home"", ""Microwave"", ""Cleaning available during stay"", ""Hair dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Elevator"", ""HDTV with Netflix"", ""Lock on bedroom door"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Essentials"", ""City skyline view"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Shower gel"", ""Paid parking off premises"", ""Iron"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Shared patio or balcony""]",t,2024-06-29,2018-12-09,2022-10-30,f
643,10409307,98.7,37.0,2.2,3.0,46.21262,6.13183,4.0,1.0,1.0,3.0,165.0,2.8,700,2.5,2.9,700,700,2.8,700.0,6,21,315,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.8,1.2,0.0,0.0,0.2,2024-06-29,city scrape,Apartment 2 bedrooms - Geneva city center,"This comfortable and bright apartment of 4 rooms is as follows: 1 entry hall, 1 bedroom with double bed, 1 bedroom with two simple beds, 1 bathroom with WC, 1 living room, 1 equipped kitchen.<br /><br />It is close to the city center, International Organisations, the train station and very close to public transports, shops and restaurants.",David,2013-12-03,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Portable fans"", ""Microwave"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Extra pillows and blankets"", ""Pets allowed"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Stove"", ""Iron"", ""Wifi"", ""Washer"", ""Heating"", ""Oven""]",t,2024-06-29,2024-02-04,2024-02-04,f
644,67145026,100.0,94.0,1.0,1.0,46.2054693868262,6.143373938225494,2.0,1.0,1.0,1.0,91.0,1.0,365,1.0,1.0,365,365,1.0,365.0,2,18,134,10.6,2.9,0.3,4.82,4.87,4.79,4.88,4.87,4.92,4.62,1.0,1.2,1.0,0.0,0.8,2024-06-29,city scrape,Grande Chambre en plein centre ville Genève,"I offer a spacious room in my small apartment located in downtown Geneva. Located a 7-minute walk from the train station, a few meters away, you can already see the lake as well as the famous water jet. Everything is close by bars, restaurants and activities. We are in the city center so there can be animation at night especially on weekends <br />(bar below) but nothing prevents sleeping.<br />Please note that we do not offer a transportation card.",Christine,2016-04-14,"Geneva, Switzerland",within an hour,t,"['email', 'phone']",t,t,Commune de Genève,Private room in rental unit,Private room,1 shared bath,"[""Baking sheet"", ""TV"", ""Portable fans"", ""Dedicated workspace"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Blender"", ""Cooking basics"", ""Lake access"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Record player"", ""Lock on bedroom door"", ""Dining table"", ""Host greets you"", ""Mini fridge"", ""Ethernet connection"", ""Single oven"", ""Essentials"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Movie theater"", ""Laundromat nearby"", ""Shower gel"", ""Wifi"", ""Bathtub"", ""Books and reading material""]",t,2024-06-29,2023-07-15,2024-06-26,f
645,229234552,100.0,100.0,2.0,2.0,46.21033,6.14184,4.0,1.0,1.0,3.0,160.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,0,0,59,10.6,2.9,0.0,4.65,4.75,4.64,4.8,4.81,4.8,4.5,2.0,2.0,0.0,0.0,2.46,2024-06-29,city scrape,Nice Flat in City Center - Close to train station,"Charming flat in the heart of Geneva! Very sunny with a nice view on the Mont Blanc and the top of our famous ""Jet d'eau"". Just 2 minutes from the train station and 5 minutes from the bus station. The bus at the Gare routière will bring you to all the famous mountains and tourist attraction like Chamonix !<br />The flat is the perfect place if you want to go sightseeing during the day and enjoy the buoyant nightlife in Geneva in the evening!<br />I am sure you will love it! :)",Jenny,2018-12-05,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Single level home"", ""TV"", ""Microwave"", ""Private patio or balcony"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Self check-in"", ""Essentials"", ""Extra pillows and blankets"", ""Hot water"", ""Kitchen"", ""Dryer"", ""Stove"", ""Iron"", ""Wifi"", ""Washer"", ""Heating"", ""Lockbox"", ""Oven""]",t,2024-06-29,2019-02-10,2024-02-04,t
646,46143912,92.0,81.0,2.2,3.0,46.2,6.1,6.0,1.0,1.0,1.4,122.2,3.0,1125,3.0,3.0,1125,1125,3.0,1125.0,0,0,116,10.6,5.0,1.0,4.94,4.88,4.73,4.88,4.84,4.95,4.81,1.8,1.2,2.0,0.0,0.95,2024-06-29,city scrape,House right in the lake,"Unique house by its proximity to the lake, cosy and well equipped, 3 bedrooms, 2 bathrooms, garden, with private and direct access to the lake in a very charming property. Ideal for 2 couples.<br />40 minutes to the station by bus, add 7 minutes to reach by train the station from the airport.<br />WIFI, basic products, linens and towels, hairdryer, iron and ironing table furnished.",Philippe,2015-10-09,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Anières,Entire home,Entire home/apt,2.5 baths,"[""TV with standard cable"", ""Hangers"", ""Baking sheet"", ""Mosquito net"", ""Portable fans"", ""Dedicated workspace"", ""Microwave"", ""Barbecue utensils"", ""Cleaning available during stay"", ""Smoke alarm"", ""Private patio or balcony"", ""Hair dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Beach view"", ""Free washer \u2013 In unit"", ""Freezer"", ""Lake access"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Shampoo"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Clothing storage: closet"", ""Dining table"", ""Fire extinguisher"", ""Private entrance"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Self check-in"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Kitchen"", ""Luggage dropoff allowed"", ""Crib"", ""Outdoor shower"", ""Shower gel"", ""High chair"", ""Outdoor dining area"", ""Waterfront"", ""Stove"", ""Iron"", ""Toaster"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""BBQ grill: gas"", ""Books and reading material"", ""Lockbox"", ""Oven""]",t,2024-06-29,2018-12-25,2024-05-30,f
647,16462108,98.7,82.6,1.0,1.0,46.20857,6.13502,3.0,1.0,1.0,1.4,122.2,5.0,1125,5.0,5.0,1125,1125,5.0,1125.0,0,0,0,7.0,0.0,0.0,5.0,5.0,4.57,5.0,5.0,5.0,4.86,1.0,1.0,0.0,0.0,0.1,2024-06-29,previous scrape,Appartement cosy en plein centre de Genève,"Comfortable accommodation, fully equipped, only 5 minutes walking from Cornavin train station.",Solen,2014-06-06,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Cooking basics"", ""Refrigerator"", ""Stove"", ""Essentials"", ""Patio or balcony"", ""Outdoor furniture"", ""Shampoo"", ""BBQ grill"", ""Elevator"", ""Microwave"", ""Washer"", ""Pets allowed"", ""Bathtub"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Host greets you"", ""Smoking allowed""]",t,2024-06-29,2018-12-31,2021-05-09,f
648,53826918,100.0,77.0,1.0,1.0,46.21087,6.13089,2.0,1.0,1.0,1.0,90.0,3.0,1125,1.0,3.0,1125,1125,3.0,1125.0,2,5,12,10.6,2.9,0.0,4.86,4.85,4.73,4.96,5.0,4.79,4.75,1.0,1.0,0.0,0.0,1.21,2024-06-29,city scrape,Cozy studio in the centre of Geneva!,"Nice studio apartment in a very quite area & building and very close to the main train station and 10 mins walk to the lake!<br />2 pieces luminous apartment on the 2nd floor, very quiet during day and night, neighbors are friendly and well mannered. Spacious kitchen with fridge, oven, microwave and a big table to sit 4 people. The room is fully equipped with a big double bed, a big L shape canape, a big flat screen TV with access to many Swiss & International channels. Wifi is free and fast.",Dimitrios,2016-01-08,"Geneva, Switzerland",within an hour,t,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""TV with standard cable"", ""Hangers"", ""Microwave"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Lake access"", ""Cooking basics"", ""Refrigerator"", ""Shampoo"", ""Clothing storage: closet"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Shower gel"", ""Stove"", ""Iron"", ""Wifi"", ""Bathtub"", ""Heating"", ""Oven""]",t,2024-06-29,2019-01-04,2024-05-15,f
649,8257347,98.7,67.0,1.0,1.0,46.21318020128547,6.131743239604012,3.0,1.0,1.0,2.0,130.0,2.8,365,2.5,2.9,365,365,2.8,365.0,0,0,68,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.4,2024-06-29,city scrape,Design & cosy flat in the center,"Bright 3 room apartment, on the fourth floor with balcony, right in the center of Geneva. <br /><br />Design and cozy design, with parquet flooring, moldings, vintage furniture, art and green plants. <br /><br />The apartment is located in a residential, quiet and close to everything. Shops 2 minutes walk, tram stop 3 minutes, train station 10 minutes walk. <br /><br />Bike and bike storage available.<br />Washing machine, laundry washer and dishwasher.<br />Wifi.",Julie,2013-08-19,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Paid street parking off premises"", ""Hangers"", ""Baking sheet"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Microwave"", ""Cleaning available during stay"", ""Private patio or balcony"", ""Hair dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Blender"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Dishwasher"", ""Elevator"", ""Dining table"", ""Coffee"", ""Ethernet connection"", ""Essentials"", ""Extra pillows and blankets"", ""UE boom - urbanears  sound system with Bluetooth and aux"", ""Body soap"", ""First aid kit"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Laundromat nearby"", ""Rice maker"", ""Stove"", ""Toaster"", ""Wifi"", ""Washer"", ""Wine glasses"", ""Books and reading material"", ""Oven""]",t,2024-06-29,2024-02-01,2024-05-11,f
650,2560522,100.0,87.0,1.0,4.0,46.20207,6.15648,5.0,1.0,1.0,2.0,170.0,7.0,730,2.0,2.9,730,730,7.9,730.0,4,9,68,7.0,4.0,1.0,5.0,5.0,4.86,5.0,5.0,5.0,4.86,1.0,1.0,0.0,0.0,0.45,2024-06-29,city scrape,Central two-bedroom apartment,"Central and spacious apartment with two bedrooms, two bathrooms, kitchen, and living room with a separate dining area. The apartment is located in one of Geneva's most prestigious and central districts (Eaux-Vives). The apartment is 3 minutes walk away from the lake, 5 minutes from the shopping area and less than 10 minutes from the old town. You can enjoy a plenty of  bars, restaurants, shops, galleries, theaters and cinemas in the neighborhood.",David,2012-06-06,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,2 baths,"[""Hangers"", ""TV"", ""Coffee maker"", ""Cooking basics"", ""Clothing storage"", ""Refrigerator"", ""Shampoo"", ""Elevator"", ""Dining table"", ""Board games"", ""Electric stove"", ""Coffee"", ""Self check-in"", ""Single oven"", ""Essentials"", ""Body soap"", ""Hot water"", ""Kitchen"", ""Exercise equipment: free weights, workout bench"", ""Iron"", ""Wifi"", ""Washer"", ""Bathtub"", ""Heating"", ""Lockbox""]",t,2024-06-29,2023-03-18,2024-06-01,f
651,10409307,98.7,37.0,2.2,3.0,46.21363,6.13141,4.0,1.0,1.0,2.0,155.0,2.8,1125,2.5,2.9,1125,1125,2.8,1125.0,30,60,365,3.0,0.0,0.0,5.0,4.67,4.67,4.9,4.9,4.67,4.33,1.8,1.2,0.0,0.0,0.05,2024-06-29,city scrape,Appartement 2 chambres - Servette - Genève,"This comfortable and bright apartment is located close to International Organizations, downtown and train station, very close to public transit, shops and restaurants",David,2013-12-03,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Portable fans"", ""Microwave"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Elevator"", ""Essentials"", ""Extra pillows and blankets"", ""Pets allowed"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Crib"", ""High chair"", ""Stove"", ""Iron"", ""Wifi"", ""Washer"", ""Bathtub"", ""Heating"", ""Oven""]",t,2024-06-29,2019-02-04,2021-08-31,f
652,3528377,99.0,90.0,2.2,3.0,46.2045,6.16164,4.0,1.0,1.0,2.0,150.0,2.8,365,2.5,2.9,365,365,2.8,365.0,0,1,93,38.0,0.0,0.0,4.53,4.74,4.58,4.87,4.9,4.87,4.34,1.8,1.2,0.4,0.0,0.58,2024-06-29,city scrape,Panoramic View Penthouse Near Jet D'eau,"The penthouse opens up on a very large terrace that will offer you a 360 degree view of the city, from the Old Town Cathedral to the UN or the iconic Jet d'Eau, you have an exceptional view you can't get tired of. One of the rooms also offer a view on the Jet d'Eau laying in bed- what better view to wake up to in Geneva?",Marc,2012-09-10,"Geneva, Switzerland",within an hour,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Dryer"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""TV"", ""Stove"", ""Essentials"", ""Iron"", ""Patio or balcony"", ""Dishwasher"", ""Wifi"", ""Elevator"", ""Washer"", ""Hot water"", ""Bed linens"", ""Heating"", ""Kitchen"", ""Coffee maker"", ""Dishes and silverware"", ""Oven""]",t,2024-06-29,2019-02-15,2020-03-06,f
653,231125481,98.7,82.6,5.0,3.0,46.21349,6.14894,4.0,1.0,1.0,2.0,100.0,5.0,1125,5.0,5.0,1125,1125,5.0,1125.0,23,53,306,14.0,1.0,0.0,4.86,4.86,4.93,5.0,5.0,4.93,4.71,4.0,3.0,1.0,0.0,0.21,2024-06-29,city scrape,Magnifique appartement tout équipé au centre.,"Stay in the heart of the city. <br />The apartment is located in Geneva, this is designed to accommodate up to 4 guests with a fully equipped kitchen for a great stay.<br />1.8km from the United Nations Office, 2.3km from the water jet and 3.2km from Saint-Pierre Cathedral",Michèle,2018-12-17,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Microwave"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Shampoo"", ""Dishwasher"", ""Private entrance"", ""Ethernet connection"", ""Essentials"", ""Extra pillows and blankets"", ""Pets allowed"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Iron"", ""Wifi"", ""Heating"", ""Oven""]",t,2024-06-29,2019-01-20,2023-12-15,f
654,150982192,100.0,93.0,1.0,1.0,46.18976,6.14363,4.0,1.0,1.0,1.4,122.2,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,0,0,0,16.0,10.0,0.0,4.75,4.88,4.88,5.0,4.81,4.63,4.56,1.0,1.0,0.0,0.0,0.25,2024-06-29,previous scrape,Bel appartement en plein cœur de Genève,"Very bright and cozy apartment with large terrace. Located in Carouge, one of the most pleasant neighborhoods in Geneva.",Amin,2017-09-17,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Microwave"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Shampoo"", ""Dishwasher"", ""Elevator"", ""Private entrance"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Stove"", ""Wifi"", ""Heating"", ""Oven""]",t,2024-06-29,2019-03-31,2024-05-17,f
655,143354679,98.7,82.6,2.0,2.0,46.2,6.14305,2.0,1.0,1.0,1.4,122.2,2.8,1125,2.5,2.9,1125,1125,2.8,1125.0,0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.03,2024-06-29,previous scrape,"Appartement 2,5 pièces + terrasse à Carouge","Very bright and cozy apartment with large terrace. Located in Carouge, one of the most pleasant neighborhoods in Geneva.",Joëlle,2017-07-30,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Carouge,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Breakfast"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Private entrance""]",t,2024-06-29,2019-03-03,2021-04-20,f
656,28664468,98.7,82.6,1.0,2.0,46.2,6.1449,2.0,1.0,1.0,3.0,220.0,1.0,15,1.0,1.0,15,15,1.0,15.0,30,60,90,1.0,0.0,0.0,4.8,5.0,4.8,5.0,5.0,5.0,5.0,1.0,1.2,1.0,0.0,0.01,2024-06-29,city scrape,Chambre du centre-ville. Cerca del centro,comfortably chambre.,Edyer,2015-03-03,"Carouge, Switzerland",a few days or more,f,"['email', 'phone']",t,t,Carouge,Private room in rental unit,Private room,1 shared bath,"[""Hangers"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Washer"", ""Hot water"", ""Heating"", ""Kitchen"", ""Smoking allowed""]",t,2024-06-29,2018-12-30,2018-12-30,f
657,46143912,92.0,81.0,2.2,3.0,46.22053,6.15035,4.0,1.0,1.0,1.4,122.2,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,0,0,0,22.0,0.0,0.0,4.68,4.91,4.5,4.95,4.82,4.91,4.59,1.8,1.2,2.0,0.0,0.33,2024-06-29,previous scrape,"Charming, Balcony, UNO, WTO","Charming apartment, close to UNO and international organizations, lake and central station (Cornavin), comfortable and very well equipped, 1 bedroom, 1 kitchen, 1 bathroom, balcony, located in front of the Perle du Lac.<br />9 minutes from the station, add 7 minutes if you arrive at the train station by train from the airport.<br />Wifi, basic products, bed linens and towels, hairdryer, board and iron are provided.",Philippe,2015-10-09,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""TV with standard cable"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Hair dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Lake access"", ""Cooking basics"", ""Refrigerator"", ""Shampoo"", ""Elevator"", ""Bread maker"", ""Self check-in"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Shower gel"", ""Stove"", ""Iron"", ""Patio or balcony"", ""Wifi"", ""Washer"", ""Heating"", ""Lockbox"", ""Oven""]",t,2024-06-29,2019-01-19,2020-03-06,f
658,51313275,100.0,100.0,2.0,2.0,46.2,6.1,7.0,1.0,1.0,3.0,220.0,3.0,1125,3.0,3.0,1125,1125,3.0,1125.0,8,11,68,8.0,0.0,0.0,4.88,4.88,4.88,5.0,5.0,4.75,4.88,2.0,2.0,0.0,0.0,0.13,2024-06-29,city scrape,Point Cardinal - Luisa Lustres,"This apartment features a dishwasher, kitchenware and microwave.<br />Apartment Facilities: Safe, Iron, Desk, Sitting area, Heating, Walk-in closet, Private entrance, Sofa, Hardwood/Parquet floors, Cleaning products, Shower, Hairdryer, Free toiletries, Toilet, Additional bathroom, Radio, DVD Player, Cable channels, Flat-screen TV, iPod dock, Game console - Xbox 360, Refrigerat",Luisa,2015-12-14,"Lancy, Switzerland",within an hour,f,"['email', 'phone']",t,t,Lancy,Entire rental unit,Entire home/apt,2 baths,"[""TV with standard cable"", ""Hangers"", ""Coffee maker: espresso machine"", ""Mosquito net"", ""Crib - available upon request"", ""Microwave"", ""Smoke alarm"", ""Hair dryer"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Dining table"", ""Fire extinguisher"", ""Private entrance"", ""Coffee"", ""Self check-in"", ""Safe"", ""Game console: PS3"", ""Ethernet connection"", ""Essentials"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Shower gel"", ""High chair"", ""Iron"", ""Toaster"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""Wifi"", ""Washer"", ""Wine glasses"", ""Heating"", ""Lockbox"", ""Oven""]",t,2024-06-29,2019-03-31,2023-06-23,f
659,3773453,90.0,100.0,1.0,1.0,46.22293,6.12683,2.0,1.0,1.0,2.0,136.0,2.0,730,2.0,2.0,730,730,2.0,730.0,11,22,22,10.6,2.9,0.3,4.88,4.9,4.82,4.92,4.69,4.77,4.78,1.0,1.0,0.0,0.0,2.8,2024-06-29,city scrape,Interior Designer's Dream,"In a building from the late 1800s in Petit-Saconnex in the heart of Geneva, steps from the Palais des nations.  A 20 minute walk to the lake.  A 10 min bus ride to the airport or train station.<br /><br />Designer apartment featured in Architectural magazines.  The kitchen was designed by a former chef, and co-founder of Cuisine Lab.  Art, furniture and furnishings have been collected during her global travels.  <br /><br />Above the famous Cafe Du Soleil (NYTimes 36hrs) and around the corner from all amenities.",Sarah,2012-10-05,"Geneva, Switzerland",within an hour,t,"['phone', 'work_email']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Park view"", ""Free dryer \u2013 In building"", ""Hangers"", ""Babysitter recommendations"", ""Baking sheet"", ""Free washer \u2013 In building"", ""42 inch HDTV with Apple TV, Netflix, standard cable"", ""Crib - available upon request"", ""Portable fans"", ""Outdoor playground"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Smoke alarm"", ""Hair dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Blender"", ""Cooking basics"", ""Ping pong table"", ""Refrigerator"", ""Cleaning products"", ""Paid parking garage off premises"", ""Shampoo"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Clothing storage: closet"", ""Dining table"", ""Board games"", ""Fire extinguisher"", ""Coffee"", ""Safe"", ""Essentials"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""First aid kit"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Shower gel"", ""Stove"", ""Iron"", ""Toaster"", ""SONOS Bluetooth sound system"", ""Wifi"", ""Wine glasses"", ""Books and reading material"", ""Oven""]",t,2024-06-29,2019-02-08,2024-06-12,f
660,10409307,98.7,37.0,2.2,3.0,46.19022,6.14365,3.0,1.0,1.0,2.0,122.2,2.8,1125,2.5,2.9,1125,1125,2.8,1125.0,0,0,272,14.0,0.0,0.0,4.8,4.57,4.8,4.9,4.9,4.9,4.7,1.8,1.2,0.0,0.0,0.21,2024-06-29,city scrape,1 bedroom apartment Plainpalais (4.1.2G/RG),"Located in the Carouge area, close to Plainpalais, this comfortable apartment of is as follows: 1 bedroom with queen size bed & couch, 1 bathroom, 1 kitchen , 1 separate WC , 1 entry hall.",David,2013-12-03,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Paid street parking off premises"", ""Hangers"", ""TV"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""Dishes and silverware"", ""Refrigerator"", ""Essentials"", ""Extra pillows and blankets"", ""Pets allowed"", ""Hot water"", ""Kitchen"", ""Crib"", ""High chair"", ""Stove"", ""Iron"", ""Wifi"", ""Washer"", ""Heating"", ""Coffee maker: pour-over coffee"", ""Oven""]",t,2024-06-29,2019-02-15,2022-11-12,f
661,221816262,100.0,50.0,5.0,5.0,46.18849,6.15536,1.0,1.0,1.0,1.0,121.0,5.0,90,5.0,5.0,90,90,5.0,90.0,28,58,178,2.0,0.0,0.0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,5.0,1.2,0.0,0.0,0.03,2024-06-29,city scrape,"Functional,Modern,Simple K","Simple ,Modern,Functional",Ulisse,2018-10-21,"Geneva, Switzerland",within a day,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire condo,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Hair dryer"", ""Long term stays allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Private entrance"", ""Host greets you"", ""Breakfast"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Dryer"", ""Iron"", ""Patio or balcony"", ""Wifi"", ""Washer"", ""Heating"", ""Exterior security cameras on property""]",t,2024-06-29,2019-03-11,2021-08-24,f
